
[2026-06-18T15:29:50.663Z] useNativeToolCalls=true, tools=27, enableNativeToolCalls=true
[2026-06-18T15:29:57.397Z] chunk: type=text, len=1
[2026-06-18T15:42:17.192Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.193Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.193Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.194Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.195Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.195Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.195Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.196Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.196Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.196Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.197Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.197Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.404Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.405Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.406Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.406Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.406Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.407Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.407Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.407Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.408Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.408Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.408Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.409Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.409Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.409Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.410Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.410Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.410Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.410Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.411Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.411Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.411Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.412Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.412Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:17.412Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.477Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.478Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.479Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.479Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.479Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.480Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.480Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.481Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.481Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.482Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.483Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.484Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.484Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.485Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.485Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.486Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.487Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.487Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.488Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.488Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.489Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.490Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.490Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.491Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.492Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.492Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.493Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.494Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.494Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.495Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.496Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.496Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.497Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.498Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.499Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.499Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.500Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.501Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.502Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.502Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.872Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.873Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.874Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.874Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.960Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.961Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.962Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.962Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.963Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:18.963Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.039Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.040Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.041Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.042Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.042Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.042Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.181Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.182Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.183Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.183Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.183Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.184Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.184Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.185Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.825Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.826Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.827Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.827Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.827Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.828Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.828Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.828Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.829Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.829Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.829Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.830Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.830Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.830Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:19.831Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.609Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.611Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.611Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.612Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.612Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.612Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.613Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.613Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.613Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.614Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.614Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.615Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.616Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.617Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.617Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.618Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.618Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.618Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.619Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.619Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.619Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.619Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.620Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.620Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.620Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.620Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.621Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.621Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.621Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.622Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.622Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.622Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.623Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.623Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.623Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.624Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.624Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.624Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.625Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.625Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.625Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.625Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.626Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.676Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.677Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.678Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.678Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.679Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.679Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.679Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.800Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.802Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.802Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.802Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.803Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.803Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.803Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.804Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.885Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.886Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.887Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.887Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.888Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.888Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.888Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:20.888Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.008Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.009Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.010Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.519Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.520Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.521Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.521Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.522Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.522Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.522Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.523Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.523Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:21.523Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.052Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.053Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.054Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.054Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.055Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.055Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.055Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.056Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.056Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.056Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.249Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.251Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.251Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.252Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.252Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.252Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.252Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.253Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.253Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.253Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.254Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.254Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.254Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.255Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.255Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.255Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.256Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.256Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.256Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.257Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.257Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.257Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:22.257Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:23.169Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:23.171Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:23.959Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:23.986Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.039Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.061Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.075Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.087Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.136Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.143Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.242Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.256Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.261Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.762Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.764Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.764Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.765Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.765Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.774Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.775Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.775Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.775Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.969Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.970Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.971Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.971Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.972Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.972Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.972Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.973Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.973Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.973Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.974Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:24.974Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.666Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.668Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.669Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.669Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.670Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.670Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.670Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.671Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.671Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.671Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.672Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.672Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.672Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.673Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.673Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.673Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.673Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.674Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.674Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.674Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.675Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.675Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.675Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.675Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.676Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.676Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.676Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.676Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.677Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.677Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.677Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.677Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.678Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.678Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.678Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.678Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.679Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.679Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.679Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.679Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.680Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.680Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.680Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.681Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.681Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.682Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.683Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.683Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.684Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.684Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.685Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.686Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.687Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.687Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.688Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.688Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.689Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.689Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.690Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.690Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.690Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.691Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.692Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.693Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.694Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.786Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.788Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.788Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.788Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.789Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.789Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.790Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.790Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.790Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.791Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.791Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.791Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.792Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.792Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.793Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.794Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.866Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.869Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.869Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.870Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.871Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.871Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.872Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.873Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.873Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.874Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.874Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.875Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.876Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.876Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.877Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.878Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.879Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.879Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.880Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.881Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.882Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.882Z] chunk: type=tool_calls, name=apply_patch
[2026-06-18T15:42:25.884Z] chunk: type=usage
[2026-06-18T15:42:27.123Z] useNativeToolCalls=true, tools=27, enableNativeToolCalls=true
